Date,Open,High,Low,Close,Volume
2025-02-21,187.2899932861328,187.47000122070312,181.1300048828125,181.5800018310547,19450700
2025-02-20,186.5,187.1199951171875,184.60000610351562,186.63999938964844,12063800
2025-02-19,186.18499755859375,187.36000061035156,185.5,187.1300048828125,13120500
2025-02-18,187.44000244140625,187.77999877929688,183.5800018310547,185.8000030517578,19796000
2025-02-14,186.8300018310547,188.14999389648438,186.11000061035156,186.8699951171875,12714200
2025-02-13,185.92999267578125,187.99000549316406,184.8800048828125,187.8800048828125,12729300
2025-02-12,185.22999572753906,186.8300018310547,183.6300048828125,185.42999267578125,17632300
2025-02-11,186.8350067138672,188.8000030517578,186.0800018310547,187.07000732421875,13028100
2025-02-10,189.05999755859375,189.99000549316406,187.61000061035156,188.1999969482422,16606000
2025-02-07,192.74000549316406,193.01499938964844,185.10000610351562,187.13999938964844,29565700
2025-02-06,190.99000549316406,193.8300018310547,190.49000549316406,193.30999755859375,20816600
2025-02-05,193.10000610351562,194.5500030517578,189.91000366210938,193.3000030517578,43666400
2025-02-04,204.5,208.6999969482422,204.25999450683594,207.7100067138672,28285400
2025-02-03,202.21499633789062,205.22000122070312,201.66000366210938,202.63999938964844,16719500
2025-01-31,203.71499633789062,207.0800018310547,203.5800018310547,205.60000610351562,17087300
2025-01-30,199.75999450683594,203.23800659179688,199.4720001220703,202.6300048828125,14571500
2025-01-29,197.3699951171875,198.4600067138672,195.19000244140625,197.17999267578125,12287800
2025-01-28,194.64999389648438,197.22999572753906,192.61000061035156,197.07000732421875,15939200
2025-01-27,194.19000244140625,198.6699981689453,192.6999969482422,193.77000427246094,24970200
2025-01-24,199.85000610351562,202.57000732421875,199.78399658203125,201.89999389648438,12732400
2025-01-23,199.97999572753906,201.94000244140625,196.82000732421875,199.5800018310547,15170800
2025-01-22,200.5500030517578,202.1199951171875,199.1999969482422,200.02999877929688,15477400
2025-01-21,200.50999450683594,203.83999633789062,199.44000244140625,199.6300048828125,19005200
2025-01-17,198.0500030517578,198.80999755859375,195.30999755859375,197.5500030517578,22109100
2025-01-16,195.8249969482422,196.97999572753906,194.3000030517578,194.41000366210938,13449600
2025-01-15,194.35000610351562,197.8000030517578,193.3300018310547,196.97999572753906,12894900
2025-01-14,192.5,193.27000427246094,189.63999938964844,191.0500030517578,13651200
2025-01-13,191.35000610351562,192.49000549316406,188.66000366210938,192.2899932861328,13169100
2025-01-10,195.4199981689453,197.6199951171875,191.60000610351562,193.1699981689453,20753800
2025-01-08,193.9499969482422,197.63999938964844,193.75,195.38999938964844,14335300
2025-01-07,198.27000427246094,202.13999938964844,195.94000244140625,196.7100067138672,16966800
2025-01-06,195.14999389648438,199.55999755859375,195.05999755859375,197.9600067138672,19483300
2025-01-03,192.72500610351562,194.5,191.35000610351562,193.1300048828125,12875000
2025-01-02,191.48500061035156,193.1999969482422,188.7100067138672,190.6300048828125,17545200
2024-12-31,192.44500732421875,193.25,189.5800018310547,190.44000244140625,14355200
2024-12-30,190.86500549316406,193.77999877929688,190.36000061035156,192.69000244140625,12209500
2024-12-27,196.47000122070312,196.8000030517578,191.9720001220703,194.0399932861328,14693000
2024-12-26,196.74000549316406,198.16000366210938,195.8699951171875,197.10000610351562,7907900
2024-12-24,196.1699981689453,197.6699981689453,195.197998046875,197.57000732421875,6809800
2024-12-23,194.02999877929688,196.49000549316406,191.6300048828125,195.99000549316406,15235900
2024-12-20,187.00999450683594,194.13499450683594,186.3699951171875,192.9600067138672,45319700
2024-12-19,193.27999877929688,194.60000610351562,189.52000427246094,189.6999969482422,26981200
2024-12-18,196.8300018310547,198.69000244140625,189.27999877929688,190.14999389648438,27638400
2024-12-17,198.52999877929688,202.8800048828125,196.69000244140625,197.1199951171875,24129500
2024-12-16,194.36500549316406,200.63999938964844,194.11000061035156,198.16000366210938,32248600
2024-12-13,192.7100067138672,194.33999633789062,191.25999450683594,191.3800048828125,18883200
2024-12-12,196.3000030517578,196.7050018310547,193.27999877929688,193.6300048828125,25197800
2024-12-11,186.6999969482422,196.88999938964844,186.25999450683594,196.7100067138672,41664500
2024-12-10,184.53500366210938,188.02999877929688,182.6699981689453,186.52999877929688,34317400
2024-12-09,175.71499633789062,178.0399932861328,175.39999389648438,177.10000610351562,19887800
2024-12-06,173.68296556469517,176.63861208568355,173.35333768886213,176.29000854492188,13319500
2024-12-05,177.119071409662,177.5086288588593,173.8128094406053,174.1124725341797,16145500
2024-12-04,172.58421037119035,176.2300682189443,172.55424558548813,175.8904571533203,18239800
2024-12-03,172.92382163041665,174.12247402584057,172.3145122512922,172.82394409179688,15721500
